"Flavor","CheckId","InstallId","BuildId"
"r-oldrel-macos-arm64","d3c6bc9ee077c0bfc8681e4659508a50","bee66e21b9f935966511d0948b976481","8d69f6eaf0b375ff4e8a516a4c56c16c"
